sample_id,true_label,predicted_label,ai_probability,raw_label,raw_score,correct
0,1,1,0.8916237950325012,Fake,0.8916237950325012,True
1,1,0,0.0028960108757019043,Real,0.9971039891242981,False
2,1,0,0.06521868705749512,Real,0.9347813129425049,False
3,1,0,0.007060408592224121,Real,0.9929395914077759,False
4,1,1,0.9162374138832092,Fake,0.9162374138832092,True
5,1,1,0.6300134062767029,Fake,0.6300134062767029,True
6,1,0,0.03260624408721924,Real,0.9673937559127808,False
7,1,0,0.0009094476699829102,Real,0.9990905523300171,False
8,1,0,0.08383810520172119,Real,0.9161618947982788,False
9,1,0,0.037878215312957764,Real,0.9621217846870422,False
10,1,0,0.0059694647789001465,Real,0.9940305352210999,False
11,1,0,0.009421944618225098,Real,0.9905780553817749,False
12,1,0,0.0003262758255004883,Real,0.9996737241744995,False
13,1,0,0.018245995044708252,Real,0.9817540049552917,False
14,1,0,0.11083674430847168,Real,0.8891632556915283,False
15,1,0,0.00112837553024292,Real,0.9988716244697571,False
16,1,0,0.00024515390396118164,Real,0.9997548460960388,False
17,1,0,0.023611247539520264,Real,0.9763887524604797,False
18,1,0,0.0015191435813903809,Real,0.9984808564186096,False
19,1,0,0.0005931854248046875,Real,0.9994068145751953,False
20,1,0,0.02931344509124756,Real,0.9706865549087524,False
21,1,0,0.16240662336349487,Real,0.8375933766365051,False
22,1,0,0.16240662336349487,Real,0.8375933766365051,False
23,1,0,0.02975177764892578,Real,0.9702482223510742,False
24,1,1,0.9431269764900208,Fake,0.9431269764900208,True
25,1,0,0.002857983112335205,Real,0.9971420168876648,False
26,1,0,0.0004082322120666504,Real,0.9995917677879333,False
27,1,0,0.008031189441680908,Real,0.9919688105583191,False
28,1,0,0.49422335624694824,Real,0.5057766437530518,False
29,1,0,0.0005754232406616211,Real,0.9994245767593384,False
30,1,0,0.009548306465148926,Real,0.9904516935348511,False
31,1,0,0.012963950634002686,Real,0.9870360493659973,False
32,1,0,0.0025035738945007324,Real,0.9974964261054993,False
33,1,0,0.06705617904663086,Real,0.9329438209533691,False
34,1,0,0.012458980083465576,Real,0.9875410199165344,False
35,1,0,0.012877583503723145,Real,0.9871224164962769,False
36,1,0,0.008031189441680908,Real,0.9919688105583191,False
37,1,0,0.001966416835784912,Real,0.9980335831642151,False
38,1,0,0.0023086071014404297,Real,0.9976913928985596,False
39,1,0,0.17173516750335693,Real,0.8282648324966431,False
40,1,0,0.002573072910308838,Real,0.9974269270896912,False
41,1,0,0.012949943542480469,Real,0.9870500564575195,False
42,1,0,0.005542159080505371,Real,0.9944578409194946,False
43,1,0,0.14957720041275024,Real,0.8504227995872498,False
